rowname	Order	Family	Genus	source	mapping	mapping2	color
S38CNODE_4480_length_9795_cov_8.677207||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4491_length_9782_cov_4.769508||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_4574_length_9653_cov_23.072723||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_4767_length_9358_cov_5.239708||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4840_length_9233_cov_12.830464||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_4942_length_9092_cov_6.779020||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4952_length_9072_cov_47.487191||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_498_length_38557_cov_12.364604||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4990_length_9035_cov_10.814699||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_49_length_106520_cov_22.702437||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5116_length_8870_cov_8.776971||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_520_length_37705_cov_40.821355||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5221_length_8743_cov_4.643992||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5281_length_8655_cov_5.730581||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5320_length_8609_cov_14.234627||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5324_length_8604_cov_5.353726||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5343_length_8578_cov_6.399273||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5352_length_8571_cov_8.156881||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5389_length_8520_cov_5.558063||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_5467_length_8418_cov_5.564271||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5475_length_8408_cov_5.355202||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_5492_length_8392_cov_7.079165||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5497_length_8384_cov_26.316485||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_551_length_36330_cov_4.876389||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5584_length_8254_cov_4.150628||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5691_length_8123_cov_3.438275||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_569_length_35728_cov_9.451462||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5734_length_8088_cov_10.950703||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_573_length_35622_cov_213.947479||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5781_length_8025_cov_8.028482||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5910_length_7879_cov_6.192740||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_6024_length_7751_cov_18.905535||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6035_length_7741_cov_4.334374||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6151_length_7619_cov_4.678609||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6277_length_7488_cov_9.093233||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_629_length_33597_cov_13.104734||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6330_length_7435_cov_5.242412||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_6339_length_7430_cov_7.159458||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6420_length_7350_cov_3.583413||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6426_length_7334_cov_4.164446||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6468_length_7291_cov_26.427170||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6539_length_7229_cov_4.589490||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6622_length_7140_cov_4.190826||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6664_length_7101_cov_4.962958||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6699_length_7072_cov_5.557503||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6706_length_7061_cov_10.487725||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_672_length_32527_cov_15.303338||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6755_length_7007_cov_8.433832||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6882_length_6893_cov_13.347178||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6906_length_6873_cov_12.117483||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6988_length_6809_cov_4.313296||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7001_length_6799_cov_4.574288||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_7003_length_6795_cov_14.403264||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7013_length_6783_cov_2.968341||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7066_length_6743_cov_7.769737||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7177_length_6667_cov_4.044313||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_720_length_31388_cov_8.912712||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7231_length_6622_cov_11.550023||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7236_length_6619_cov_6.184796||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7258_length_6604_cov_3.871278||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_738_length_30976_cov_20.525695||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7440_length_6449_cov_4.787770||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7457_length_6437_cov_4.593544||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_75_length_88102_cov_17.142719||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7666_length_6287_cov_4.064506||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7717_length_6248_cov_5.210399||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_771_length_30523_cov_17.880596||0_partial_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_778_length_30473_cov_5.096259||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7840_length_6166_cov_26.975127||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7869_length_6141_cov_4.357378||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_786_length_30281_cov_146.122014||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_792_length_30197_cov_48.415069||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7988_length_6063_cov_61.770473||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8023_length_6041_cov_13.160207||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8057_length_6013_cov_10.215173||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_809_length_29823_cov_6.404696||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8119_length_5972_cov_8.137401||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8123_length_5970_cov_4.587320||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_8262_length_5896_cov_4.906180||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_8357_length_5833_cov_3.097785||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_839_length_29150_cov_10.635676||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_83_length_84840_cov_8.163142||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8420_length_5795_cov_4.360627||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8428_length_5791_cov_3.854079||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8493_length_5749_cov_4.266948||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8528_length_5727_cov_3.596439||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_8535_length_5722_cov_23.811364||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_853_length_28891_cov_11.049209||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8542_length_5720_cov_5.036540||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8638_length_5660_cov_5.804996||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8697_length_5614_cov_85.125382||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8746_length_5585_cov_4.627306||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8871_length_5515_cov_4.987546||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8956_length_5457_cov_11.999074||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8990_length_5438_cov_5.666357||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8996_length_5436_cov_9.189928||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9036_length_5415_cov_55.047388||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9064_length_5402_cov_9.507387||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9086_length_5393_cov_3.631697||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_909_length_27783_cov_19.329703||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_917_length_27655_cov_13.574964||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9190_length_5338_cov_7.839107||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9333_length_5270_cov_4.472483||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_937_length_27289_cov_5.833627||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9434_length_5213_cov_10.417991||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9535_length_5157_cov_6.831439||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9596_length_5127_cov_3.724763||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9724_length_5064_cov_13.384508||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9800_length_5036_cov_4.546276||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9842_length_5021_cov_8.827225||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_9850_length_5016_cov_7.530941||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_988_length_26553_cov_5.288927||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_996_length_26364_cov_166.408035||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_1023_length_24971_cov_11.851782||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10381_length_5857_cov_9.303344||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10568_length_5792_cov_5.299983||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_1061_length_24505_cov_23.315215||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10662_length_5752_cov_4.373354||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_107_length_75322_cov_42.036497||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10853_length_5679_cov_3.030405||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_10880_length_5665_cov_4.057754||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_10898_length_5658_cov_13.998215||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_11021_length_5613_cov_4.777978||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11055_length_5599_cov_7.033369||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11124_length_5573_cov_5.526821||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11181_length_5548_cov_4.662115||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11204_length_5541_cov_4.278163||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11282_length_5516_cov_22.937191||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11295_length_5510_cov_5.259578||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_112_length_74432_cov_54.115788||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11324_length_5502_cov_12.283642||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11498_length_5444_cov_6.124698||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11555_length_5422_cov_3.619340||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11569_length_5419_cov_14.556301||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_1162_length_23358_cov_22.479380||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11750_length_5359_cov_10.833333||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_11752_length_5358_cov_5.739016||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_11785_length_5348_cov_7.172492||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_11796_length_5345_cov_3.412476||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_11971_length_5286_cov_4.437201||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S39CNODE_12048_length_5259_cov_6.032667||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 1 specific	Donor 1 specific	#FDC086
S39CNODE_120_length_71590_cov_34.657846||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
