""	"geneID"	"p"	"DONOR1"	"DONOR2"	"FMT1"	"FMT2"	"GFF_locus_tag"	"Centroid_gene_ID"	"Product"	"EC_number"	"Protein_id"	"geneID"	"koID"
"g011590"	"g011590"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01909"	"GCF_002218685:NZ_LYQY01000056.1:175602-174952"	"hypothetical protein"	""	NA	"g008490"	""
"g011591"	"g011591"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01919"	"GCF_002218685:NZ_LYQY01000061.1:355-951"	"Transposon gamma-delta resolvase"	""	NA	"g008491"	""
"g011592"	"g011592"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01940"	"GCF_002218685:NZ_LYQY01000063.1:18590-17664"	"putative heme-iron transport system permease protein IsdF"	""	NA	"g008492"	"K02015"
"g011593"	"g011593"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01985"	"GCF_002218685:NZ_LYQY01000070.1:1430-696"	"hypothetical protein"	""	NA	"g008493"	""
"g011594"	"g011594"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01987"	"GCF_002218685:NZ_LYQY01000070.1:3267-2947"	"hypothetical protein"	""	NA	"g008494"	""
"g011595"	"g011595"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_02084"	"GCF_002218685:NZ_LYQY01000071.1:79969-80739"	"Tyrosine-protein phosphatase YwqE"	"3.1.3.48"	NA	"g008495"	"K01104"
"g011596"	"g011596"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_02085"	"GCF_002218685:NZ_LYQY01000071.1:80882-81526"	"UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase"	"2.7.8.31"	NA	"g008496"	"K03606"
"g011597"	"g011597"	"1"	0	0	0.111111111111111	0	"GCF_002218685:KOJCMLOO_02087"	"GCF_002218685:NZ_LYQY01000071.1:82323-83216"	"hypothetical protein"	""	NA	"g008497"	""
"g011598"	"g011598"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_02089"	"GCF_002218685:NZ_LYQY01000071.1:84333-85457"	"Putative glycosyltransferase EpsF"	"2.4.-.-"	NA	"g008498"	"K19424"
"g011599"	"g011599"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_02090"	"GCF_002218685:NZ_LYQY01000071.1:85478-86407"	"hypothetical protein"	""	NA	"g008499"	""
"g011600"	"g011600"	"1"	0	0	0.111111111111111	0.142857142857143	"GCF_002218695:NGOAGBOO_00063"	"GCF_002218695:NZ_LYQW01000001.1:67897-67721"	"hypothetical protein"	""	NA	"g008500"	""
"g011601"	"g011601"	"1"	0	0	0.111111111111111	0	"GCF_002218695:NGOAGBOO_00068"	"GCF_002218695:NZ_LYQW01000001.1:72839-74158"	"S-layer protein"	""	NA	"g008501"	""
"g011602"	"g011602"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00075"	"GCF_002218695:NZ_LYQW01000001.1:81790-80477"	"S-layer protein"	""	NA	"g008502"	""
"g011603"	"g011603"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00138"	"GCF_002218695:NZ_LYQW01000002.1:54260-54171"	"hypothetical protein"	""	NA	"g008503"	""
"g011604"	"g011604"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00146"	"GCF_002218695:NZ_LYQW01000002.1:60506-59673"	"hypothetical protein"	""	NA	"g008504"	""
"g011605"	"g011605"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00178"	"GCF_002218695:NZ_LYQW01000002.1:94966-95205"	"D-alanyl carrier protein"	""	NA	"g008505"	""
"g011606"	"g011606"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00248"	"GCF_002218695:NZ_LYQW01000003.1:48297-49193"	"Manganese ABC transporter substrate-binding lipoprotein"	""	NA	"g008506"	""
"g011607"	"g011607"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00278"	"GCF_002218695:NZ_LYQW01000004.1:148-534"	"hypothetical protein"	""	NA	"g008507"	""
"g011608"	"g011608"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00281"	"GCF_002218695:NZ_LYQW01000004.1:2519-2163"	"hypothetical protein"	""	NA	"g008508"	""
"g011609"	"g011609"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00290"	"GCF_002218695:NZ_LYQW01000004.1:9535-9978"	"hypothetical protein"	""	NA	"g008511"	""
"g011610"	"g011610"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00309"	"GCF_002218695:NZ_LYQW01000004.1:27105-27539"	"putative HTH-type transcriptional regulator"	""	NA	"g008509"	""
"g011611"	"g011611"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00340"	"GCF_002218695:NZ_LYQW01000004.1:49292-49492"	"hypothetical protein"	""	NA	"g008510"	""
"g011612"	"g011612"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00359"	"GCF_002218695:NZ_LYQW01000005.1:20666-20022"	"Ornithine carbamoyltransferase, catabolic"	"2.1.3.3"	NA	"g008512"	""
"g011613"	"g011613"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00360"	"GCF_002218695:NZ_LYQW01000005.1:20808-20608"	"Ornithine carbamoyltransferase, catabolic"	"2.1.3.3"	NA	"g008513"	""
"g011614"	"g011614"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00371"	"GCF_002218695:NZ_LYQW01000005.1:30276-29977"	"hypothetical protein"	""	NA	"g008514"	""
"g011615"	"g011615"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00372"	"GCF_002218695:NZ_LYQW01000005.1:33629-30492"	"hypothetical protein"	""	NA	"g008515"	""
"g011616"	"g011616"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00373"	"GCF_002218695:NZ_LYQW01000005.1:34763-33723"	"hypothetical protein"	""	NA	"g008516"	""
"g011617"	"g011617"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00374"	"GCF_002218695:NZ_LYQW01000005.1:35725-34760"	"Tyrosine recombinase XerC"	""	NA	"g008517"	""
"g011618"	"g011618"	"8.74125874125873e-05"	1	0	1	0	"GCF_002218695:NGOAGBOO_00375"	"GCF_002218695:NZ_LYQW01000005.1:35825-36343"	"hypothetical protein"	""	NA	"g008518"	""
"g011619"	"g011619"	"0.0884615384615385"	1	0	0.444444444444444	0	"GCF_002218695:NGOAGBOO_00376"	"GCF_002218695:NZ_LYQW01000005.1:36861-36340"	"hypothetical protein"	""	NA	"g008519"	""
"g011620"	"g011620"	"0.0113636363636364"	1	0	0.666666666666667	0	"GCF_002218695:NGOAGBOO_00377"	"GCF_002218695:NZ_LYQW01000005.1:38383-36851"	"hypothetical protein"	""	NA	"g008520"	""
"g011621"	"g011621"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00378"	"GCF_002218695:NZ_LYQW01000005.1:40167-38395"	"hypothetical protein"	""	NA	"g008521"	""
"g011622"	"g011622"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00379"	"GCF_002218695:NZ_LYQW01000005.1:40715-40461"	"HTH-type transcriptional repressor MelR"	""	NA	"g008522"	"K02529"
"g011623"	"g011623"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00380"	"GCF_002218695:NZ_LYQW01000005.1:41272-40733"	"hypothetical protein"	""	NA	"g008523"	""
"g011624"	"g011624"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00410"	"GCF_002218695:NZ_LYQW01000005.1:75895-76515"	"hypothetical protein"	""	NA	"g008524"	""
"g011625"	"g011625"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00431"	"GCF_002218695:NZ_LYQW01000005.1:96235-95894"	"hypothetical protein"	""	NA	"g008525"	""
"g011626"	"g011626"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00509"	"GCF_002218695:NZ_LYQW01000006.1:1827-2864"	"dTDP-glucose 4,6-dehydratase 2"	"4.2.1.46"	NA	"g008528"	"K01710"
"g011627"	"g011627"	"0.4375"	0	1	0	0.142857142857143	"GCF_002218695:NGOAGBOO_00512"	"GCF_002218695:NZ_LYQW01000006.1:4405-5391"	"dTDP-4-dehydrorhamnose reductase"	"1.1.1.133"	NA	"g008531"	""
"g011628"	"g011628"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00514"	"GCF_002218695:NZ_LYQW01000006.1:7243-8283"	"hypothetical protein"	""	NA	"g008537"	""
"g011629"	"g011629"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00517"	"GCF_002218695:NZ_LYQW01000006.1:12219-10468"	"hypothetical protein"	""	NA	"g008526"	""
"g011630"	"g011630"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00518"	"GCF_002218695:NZ_LYQW01000006.1:12464-12297"	"hypothetical protein"	""	NA	"g008527"	""
"g011631"	"g011631"	"1"	0	0	0.111111111111111	0	"GCF_002218695:NGOAGBOO_00526"	"GCF_002218695:NZ_LYQW01000006.1:20117-20422"	"hypothetical protein"	""	NA	"g008529"	""
"g011632"	"g011632"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00547"	"GCF_002218695:NZ_LYQW01000006.1:42828-43367"	"Arginine transport system permease protein ArtQ"	""	NA	"g008530"	"K02029"
"g011633"	"g011633"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00551"	"GCF_002218695:NZ_LYQW01000006.1:45828-45268"	"hypothetical protein"	""	NA	"g008532"	""
"g011634"	"g011634"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00558"	"GCF_002218695:NZ_LYQW01000006.1:50557-52203"	"Oligopeptide-binding protein OppA"	""	NA	"g008533"	"K15580"
"g011635"	"g011635"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00562"	"GCF_002218695:NZ_LYQW01000006.1:55690-55079"	"hypothetical protein"	""	NA	"g008534"	""
"g011636"	"g011636"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00574"	"GCF_002218695:NZ_LYQW01000006.1:67988-68827"	"hypothetical protein"	""	NA	"g008535"	""
"g011637"	"g011637"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00575"	"GCF_002218695:NZ_LYQW01000006.1:69821-69510"	"hypothetical protein"	""	NA	"g008536"	""
"g011638"	"g011638"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00601"	"GCF_002218695:NZ_LYQW01000006.1:95728-97035"	"Serine--tRNA ligase"	"6.1.1.11"	NA	"g008538"	"K01875"
"g011639"	"g011639"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00602"	"GCF_002218695:NZ_LYQW01000006.1:97235-97720"	"hypothetical protein"	""	NA	"g008539"	""
"g011640"	"g011640"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00700"	"GCF_002218695:NZ_LYQW01000009.1:36177-35650"	"hypothetical protein"	""	NA	"g008540"	""
"g011641"	"g011641"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00733"	"GCF_002218695:NZ_LYQW01000010.1:482-261"	"hypothetical protein"	""	NA	"g008543"	""
"g011642"	"g011642"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00763"	"GCF_002218695:NZ_LYQW01000010.1:32267-31362"	"hypothetical protein"	""	NA	"g008541"	""
"g011643"	"g011643"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00772"	"GCF_002218695:NZ_LYQW01000010.1:38277-40037"	"hypothetical protein"	""	NA	"g008542"	""
"g011644"	"g011644"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00823"	"GCF_002218695:NZ_LYQW01000011.1:39625-40281"	"hypothetical protein"	""	NA	"g008544"	""
"g011645"	"g011645"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00836"	"GCF_002218695:NZ_LYQW01000012.1:15282-14557"	"HTH-type transcriptional regulator TreR"	""	NA	"g008545"	"K03486"
"g011646"	"g011646"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00858"	"GCF_002218695:NZ_LYQW01000014.1:1242-460"	"hypothetical protein"	""	NA	"g008546"	""
"g011647"	"g011647"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00869"	"GCF_002218695:NZ_LYQW01000015.1:4161-3505"	"hypothetical protein"	""	NA	"g008547"	""
"g011648"	"g011648"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00877"	"GCF_002218695:NZ_LYQW01000015.1:8525-7596"	"putative inner membrane transporter YicL"	""	NA	"g008548"	""
"g011649"	"g011649"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00913"	"GCF_002218695:NZ_LYQW01000017.1:9360-10433"	"hypothetical protein"	""	NA	"g008564"	""
"g011650"	"g011650"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00914"	"GCF_002218695:NZ_LYQW01000017.1:10459-11400"	"hypothetical protein"	""	NA	"g008549"	""
"g011651"	"g011651"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00915"	"GCF_002218695:NZ_LYQW01000017.1:11402-12379"	"hypothetical protein"	""	NA	"g008550"	""
"g011652"	"g011652"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00916"	"GCF_002218695:NZ_LYQW01000017.1:12384-13196"	"hypothetical protein"	""	NA	"g008551"	""
"g011653"	"g011653"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00917"	"GCF_002218695:NZ_LYQW01000017.1:13248-14477"	"hypothetical protein"	""	NA	"g008552"	""
"g011654"	"g011654"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00918"	"GCF_002218695:NZ_LYQW01000017.1:14490-15362"	"hypothetical protein"	""	NA	"g008553"	""
"g011655"	"g011655"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00919"	"GCF_002218695:NZ_LYQW01000017.1:15371-16270"	"hypothetical protein"	""	NA	"g008554"	""
"g011656"	"g011656"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00920"	"GCF_002218695:NZ_LYQW01000017.1:16442-17686"	"hypothetical protein"	""	NA	"g008555"	""
"g011657"	"g011657"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00921"	"GCF_002218695:NZ_LYQW01000017.1:17711-19327"	"hypothetical protein"	""	NA	"g008556"	""
"g011658"	"g011658"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00922"	"GCF_002218695:NZ_LYQW01000017.1:19339-19746"	"hypothetical protein"	""	NA	"g008557"	""
"g011659"	"g011659"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00923"	"GCF_002218695:NZ_LYQW01000017.1:19748-20479"	"hypothetical protein"	""	NA	"g008558"	""
"g011660"	"g011660"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00924"	"GCF_002218695:NZ_LYQW01000017.1:20548-21657"	"UDP-galactopyranose mutase"	"5.4.99.9"	NA	"g008559"	"K01854"
"g011661"	"g011661"	"1"	0	0	0.444444444444444	0.428571428571429	"GCF_002218695:NGOAGBOO_00925"	"GCF_002218695:NZ_LYQW01000017.1:21709-23154"	"lipid II flippase MurJ"	""	NA	"g008560"	""
"g011662"	"g011662"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00930"	"GCF_002218695:NZ_LYQW01000017.1:26188-25973"	"hypothetical protein"	""	NA	"g008561"	""
"g011663"	"g011663"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00934"	"GCF_002218695:NZ_LYQW01000017.1:30236-29091"	"IS110 family transposase ISLhe4"	""	NA	"g008562"	""
"g011664"	"g011664"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00935"	"GCF_002218695:NZ_LYQW01000017.1:30668-31183"	"hypothetical protein"	""	NA	"g008563"	""
"g011665"	"g011665"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00942"	"GCF_002218695:NZ_LYQW01000018.1:3146-3745"	"hypothetical protein"	""	NA	"g008565"	""
"g011666"	"g011666"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00973"	"GCF_002218695:NZ_LYQW01000018.1:37852-37436"	"hypothetical protein"	""	NA	"g008566"	""
"g011667"	"g011667"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00980"	"GCF_002218695:NZ_LYQW01000018.1:44672-43770"	"HTH-type transcriptional repressor MelR"	""	NA	"g008567"	"K02529"
"g011668"	"g011668"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00989"	"GCF_002218695:NZ_LYQW01000019.1:10190-8850"	"Anaerobic ribonucleoside-triphosphate reductase"	"1.1.98.6"	NA	"g008568"	"K21636"
"g011669"	"g011669"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00990"	"GCF_002218695:NZ_LYQW01000019.1:11057-10215"	"Anaerobic ribonucleoside-triphosphate reductase"	"1.1.98.6"	NA	"g008569"	"K21636"
"g011670"	"g011670"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_00998"	"GCF_002218695:NZ_LYQW01000019.1:19718-18945"	"Glutamine transport ATP-binding protein GlnQ"	""	NA	"g008570"	""
"g011671"	"g011671"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01037"	"GCF_002218695:NZ_LYQW01000020.1:27929-26934"	"Aldose 1-epimerase"	"5.1.3.3"	NA	"g008571"	"K01785"
"g011672"	"g011672"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01153"	"GCF_002218695:NZ_LYQW01000022.1:94822-95346"	"putative oxidoreductase YtbE"	"1.-.-.-"	NA	"g008573"	""
"g011673"	"g011673"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01155"	"GCF_002218695:NZ_LYQW01000022.1:96274-96942"	"Glyoxylate/hydroxypyruvate reductase B"	"1.1.1.81"	NA	"g008574"	""
"g011674"	"g011674"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01175"	"GCF_002218695:NZ_LYQW01000022.1:118301-119017"	"Ribosomal large subunit pseudouridine synthase B"	"5.4.99.22"	NA	"g008572"	"K06178"
"g011675"	"g011675"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01195"	"GCF_002218695:NZ_LYQW01000024.1:1023-250"	"hypothetical protein"	""	NA	"g008575"	""
"g011676"	"g011676"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01222"	"GCF_002218695:NZ_LYQW01000025.1:349-1587"	"IS110 family transposase ISSpn10"	""	NA	"g008576"	""
"g011677"	"g011677"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01237"	"GCF_002218695:NZ_LYQW01000027.1:3413-3177"	"hypothetical protein"	""	NA	"g008577"	""
"g011678"	"g011678"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01308"	"GCF_002218695:NZ_LYQW01000029.1:536-321"	"hypothetical protein"	""	NA	"g008582"	""
"g011679"	"g011679"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01309"	"GCF_002218695:NZ_LYQW01000029.1:784-533"	"hypothetical protein"	""	NA	"g008585"	""
"g011680"	"g011680"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01311"	"GCF_002218695:NZ_LYQW01000029.1:5383-5048"	"hypothetical protein"	""	NA	"g008583"	""
"g011681"	"g011681"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01312"	"GCF_002218695:NZ_LYQW01000029.1:6203-5385"	"Chromosome-partitioning ATPase Soj"	"3.6.-.-"	NA	"g008584"	"K03496"
"g011682"	"g011682"	"1"	0	0	1	1	"GCF_002218695:NGOAGBOO_01314"	"GCF_002218695:NZ_LYQW01000029.1:8632-7706"	"hypothetical protein"	""	NA	"g008586"	""
"g011683"	"g011683"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01315"	"GCF_002218695:NZ_LYQW01000029.1:9777-9421"	"hypothetical protein"	""	NA	"g008587"	""
"g011684"	"g011684"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01318"	"GCF_002218695:NZ_LYQW01000029.1:14924-14187"	"hypothetical protein"	""	NA	"g008578"	""
"g011685"	"g011685"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01319"	"GCF_002218695:NZ_LYQW01000029.1:16865-15666"	"hypothetical protein"	""	NA	"g008579"	""
"g011686"	"g011686"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01320"	"GCF_002218695:NZ_LYQW01000029.1:18604-16910"	"hypothetical protein"	""	NA	"g008580"	""
"g011687"	"g011687"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01321"	"GCF_002218695:NZ_LYQW01000029.1:19079-18582"	"hypothetical protein"	""	NA	"g008581"	""
"g011688"	"g011688"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01333"	"GCF_002218695:NZ_LYQW01000030.1:13252-14658"	"Beta-Ala-Xaa dipeptidase"	"3.4.13.-"	NA	"g008588"	""
"g011689"	"g011689"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01487"	"GCF_002218695:NZ_LYQW01000032.1:85754-86488"	"hypothetical protein"	""	NA	"g008592"	""
"g011690"	"g011690"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01504"	"GCF_002218695:NZ_LYQW01000032.1:108912-107119"	"hypothetical protein"	""	NA	"g008589"	""
"g011691"	"g011691"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01513"	"GCF_002218695:NZ_LYQW01000032.1:117167-116721"	"hypothetical protein"	""	NA	"g008590"	""
"g011692"	"g011692"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01515"	"GCF_002218695:NZ_LYQW01000032.1:119481-117571"	"hypothetical protein"	""	NA	"g008591"	""
"g011693"	"g011693"	"1"	1	1	1	1	"GCF_002218695:NGOAGBOO_01516"	"GCF_002218695:NZ_LYQW01000033.1:44-460"	"Glutamine transport ATP-binding protein GlnQ"	""	NA	"g008593"	""
"g011694"	"g011694"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01529"	"GCF_002218695:NZ_LYQW01000035.1:39-614"	"hypothetical protein"	""	NA	"g008594"	""
"g011695"	"g011695"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01556"	"GCF_002218695:NZ_LYQW01000037.1:17500-17751"	"hypothetical protein"	""	NA	"g008595"	""
"g011696"	"g011696"	"8.74125874125873e-05"	0	0	0	1	"GCF_002218695:NGOAGBOO_01561"	"GCF_002218695:NZ_LYQW01000038.1:7994-7833"	"hypothetical protein"	""	NA	"g008596"	""
"g011697"	"g011697"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01562"	"GCF_002218695:NZ_LYQW01000040.1:123-866"	"hypothetical protein"	""	NA	"g008597"	""
"g011698"	"g011698"	"0.475"	1	1	0.777777777777778	1	"GCF_002218695:NGOAGBOO_01563"	"GCF_002218695:NZ_LYQW01000040.1:2113-1121"	"UDP-glucose 4-epimerase"	"5.1.3.2"	NA	"g008598"	""
"g011699"	"g011699"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01569"	"GCF_002218695:NZ_LYQW01000042.1:1067-33"	"IS30 family transposase ISSag3"	""	NA	"g008599"	""
"g011700"	"g011700"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01571"	"GCF_002218695:NZ_LYQW01000043.1:500-1012"	"hypothetical protein"	""	NA	"g008600"	""
"g011701"	"g011701"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01578"	"GCF_002218695:NZ_LYQW01000043.1:6404-7492"	"hypothetical protein"	""	NA	"g008601"	""
"g011702"	"g011702"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01579"	"GCF_002218695:NZ_LYQW01000043.1:7709-8338"	"hypothetical protein"	""	NA	"g008602"	""
"g011703"	"g011703"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01581"	"GCF_002218695:NZ_LYQW01000043.1:9375-10241"	"hypothetical protein"	""	NA	"g008603"	""
"g011704"	"g011704"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01587"	"GCF_002218695:NZ_LYQW01000044.1:6638-8191"	"Multicopper oxidase mco"	"1.-.-.-"	NA	"g008604"	""
"g011705"	"g011705"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01606"	"GCF_002218695:NZ_LYQW01000047.1:9850-9281"	"ADP-ribose pyrophosphatase"	"3.6.1.13"	NA	"g008606"	"K01515"
"g011706"	"g011706"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01654"	"GCF_002218695:NZ_LYQW01000047.1:53824-53711"	"hypothetical protein"	""	NA	"g008605"	""
"g011707"	"g011707"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01811"	"GCF_002218695:NZ_LYQW01000048.1:23066-23596"	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"	"5.4.2.11"	NA	"g008608"	""
"g011708"	"g011708"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01866"	"GCF_002218695:NZ_LYQW01000048.1:74943-75350"	"hypothetical protein"	""	NA	"g008609"	""
"g011709"	"g011709"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01867"	"GCF_002218695:NZ_LYQW01000048.1:75347-76564"	"Chromosome partition protein Smc"	""	NA	"g008610"	""
"g011710"	"g011710"	"1"	0	0	0	0	"GCF_002218695:NGOAGBOO_01965"	"GCF_002218695:NZ_LYQW01000048.1:172190-173038"	"hypothetical protein"	""	NA	"g008607"	""
"g011711"	"g011711"	"1"	0	0	0	0	"GCF_002218735:AEOFADFB_00002"	"GCF_002218735:NZ_LYQZ01000001.1:1863-1012"	"hypothetical protein"	""	NA	"g008611"	""
"g011712"	"g011712"	"1"	0	0	0	0	"GCF_002218735:AEOFADFB_00026"	"GCF_002218735:NZ_LYQZ01000001.1:20550-20167"	"hypothetical protein"	""	NA	"g008612"	""
"g011713"	"g011713"	"1"	0	0	0	0	"GCF_002218735:AEOFADFB_00027"	"GCF_002218735:NZ_LYQZ01000001.1:21482-20550"	"Beta-glucoside kinase"	"2.7.1.85"	NA	"g008613"	"K18673"
"g011714"	"g011714"	"1"	1	1	1	1	"GCF_002218735:AEOFADFB_00051"	"GCF_002218735:NZ_LYQZ01000001.1:48751-49548"	"hypothetical protein"	""	NA	"g008614"	""
"g011715"	"g011715"	"1"	0	0	0	0	"GCF_002218735:AEOFADFB_00065"	"GCF_002218735:NZ_LYQZ01000001.1:63288-62542"	"hypothetical protein"	""	NA	"g008615"	""
"g011716"	"g011716"	"1"	0	0	0	0	"GCF_002218735:AEOFADFB_00093"	"GCF_002218735:NZ_LYQZ01000002.1:30312-30527"	"hypothetical protein"	""	NA	"g008616"	""
"g011717"	"g011717"	"0.0336538461538462"	1	0	0.555555555555556	0	"GCF_002218735:AEOFADFB_00094"	"GCF_002218735:NZ_LYQZ01000002.1:30530-31654"	"hypothetical protein"	""	NA	"g008617"	""
"g011718"	"g011718"	"1"	0	0	0	0	"GCF_002218735:AEOFADFB_00098"	"GCF_002218735:NZ_LYQZ01000002.1:34497-34796"	"hypothetical protein"	""	NA	"g008618"	""
"g011719"	"g011719"	"1"	0	0	0	0	"GCF_002218735:AEOFADFB_00107"	"GCF_002218735:NZ_LYQZ01000002.1:45092-44622"	"CBS domain-containing protein YkuL"	""	NA	"g008619"	""
"g011720"	"g011720"	"1"	0	0	0	0	"GCF_002218735:AEOFADFB_00150"	"GCF_002218735:NZ_LYQZ01000003.1:868-626"	"hypothetical protein"	""	NA	"g008625"	""
"g011721"	"g011721"	"1"	0	0	0	0	"GCF_002218735:AEOFADFB_00195"	"GCF_002218735:NZ_LYQZ01000003.1:40291-38855"	"hypothetical protein"	""	NA	"g008620"	""
