Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g007294	GCF_001700475:NZ_MAKH01000007.1:28744-27917	GCF_001700475:BDOEKEJJ_01784	dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+))	1.1.1.339	
g007295	GCF_001700475:NZ_MAKH01000007.1:30329-29559	GCF_001700475:BDOEKEJJ_01786	Tyrosine-protein phosphatase YwqE	3.1.3.48	
g007296	GCF_001700475:NZ_MAKH01000007.1:3291-2608	GCF_001700475:BDOEKEJJ_01757	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	
g007297	GCF_001700475:NZ_MAKH01000007.1:41724-41455	GCF_001700475:BDOEKEJJ_01800	hypothetical protein		
g007298	GCF_001700475:NZ_MAKH01000007.1:44859-43732	GCF_001700475:BDOEKEJJ_01804	hypothetical protein		
g007299	GCF_001700475:NZ_MAKH01000007.1:46235-45282	GCF_001700475:BDOEKEJJ_01806	hypothetical protein		
g007300	GCF_001700475:NZ_MAKH01000007.1:53791-52619	GCF_001700475:BDOEKEJJ_01810	hypothetical protein		
g007301	GCF_001700475:NZ_MAKH01000007.1:5614-4418	GCF_001700475:BDOEKEJJ_01759	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	2.1.1.163	
g007302	GCF_001700475:NZ_MAKH01000007.1:58522-57332	GCF_001700475:BDOEKEJJ_01817	hypothetical protein		
g007303	GCF_001700475:NZ_MAKH01000007.1:64112-63171	GCF_001700475:BDOEKEJJ_01823	Modification methylase HaeIII	2.1.1.37	
g007304	GCF_001700475:NZ_MAKH01000007.1:65103-64924	GCF_001700475:BDOEKEJJ_01826	hypothetical protein		
g007305	GCF_001700475:NZ_MAKH01000007.1:67591-67175	GCF_001700475:BDOEKEJJ_01831	hypothetical protein		
g007306	GCF_001700475:NZ_MAKH01000007.1:68478-67765	GCF_001700475:BDOEKEJJ_01833	hypothetical protein		
g007307	GCF_001700475:NZ_MAKH01000007.1:69669-69544	GCF_001700475:BDOEKEJJ_01837	hypothetical protein		
g007308	GCF_001700475:NZ_MAKH01000007.1:70349-70131	GCF_001700475:BDOEKEJJ_01840	hypothetical protein		
g007309	GCF_001700475:NZ_MAKH01000007.1:70499-70350	GCF_001700475:BDOEKEJJ_01841	hypothetical protein		
g007310	GCF_001700475:NZ_MAKH01000007.1:73460-73248	GCF_001700475:BDOEKEJJ_01850	hypothetical protein		
g007311	GCF_001700475:NZ_MAKH01000007.1:73741-73463	GCF_001700475:BDOEKEJJ_01851	HTH-type transcriptional regulator ImmR		
g007312	GCF_001700475:NZ_MAKH01000007.1:74493-73741	GCF_001700475:BDOEKEJJ_01852	hypothetical protein		
g007313	GCF_001700475:NZ_MAKH01000008.1:13000-12131	GCF_001700475:BDOEKEJJ_02001	hypothetical protein		
g007314	GCF_001700475:NZ_MAKH01000008.1:21402-20389	GCF_001700475:BDOEKEJJ_02008	D-lactate dehydrogenase	1.1.1.28	
g007315	GCF_001700475:NZ_MAKH01000008.1:21846-22010	GCF_001700475:BDOEKEJJ_02009	hypothetical protein		
g007316	GCF_001700475:NZ_MAKH01000008.1:27021-28301	GCF_001700475:BDOEKEJJ_02014	hypothetical protein		
g007317	GCF_001700475:NZ_MAKH01000010.1:635-1234	GCF_001700475:BDOEKEJJ_00044	hypothetical protein		
g007318	GCF_001700475:NZ_MAKH01000011.1:2249-1956	GCF_001700475:BDOEKEJJ_00050	hypothetical protein		
g007319	GCF_001700475:NZ_MAKH01000011.1:238-693	GCF_001700475:BDOEKEJJ_00049	hypothetical protein		
g007320	GCF_001700475:NZ_MAKH01000012.1:1937-1185	GCF_001700475:BDOEKEJJ_00052	hypothetical protein		
g007321	GCF_001700475:NZ_MAKH01000012.1:30952-30638	GCF_001700475:BDOEKEJJ_00078	hypothetical protein		
g007322	GCF_001700475:NZ_MAKH01000012.1:31230-31006	GCF_001700475:BDOEKEJJ_00079	hypothetical protein		
g007323	GCF_001700475:NZ_MAKH01000012.1:32750-32655	GCF_001700475:BDOEKEJJ_00081	hypothetical protein		
g007324	GCF_001700475:NZ_MAKH01000012.1:36117-34609	GCF_001700475:BDOEKEJJ_00084	Sodium/glucose cotransporter		
g007325	GCF_001700475:NZ_MAKH01000012.1:41671-43455	GCF_001700475:BDOEKEJJ_00090	Oligopeptide-binding protein OppA		
g007326	GCF_001700475:NZ_MAKH01000012.1:45525-43633	GCF_001700475:BDOEKEJJ_00091	hypothetical protein		
g007327	GCF_001700475:NZ_MAKH01000012.1:49296-48754	GCF_001700475:BDOEKEJJ_00094	hypothetical protein		
g007328	GCF_001700475:NZ_MAKH01000012.1:49904-49374	GCF_001700475:BDOEKEJJ_00095	hypothetical protein		
g007329	GCF_001700475:NZ_MAKH01000012.1:50572-50354	GCF_001700475:BDOEKEJJ_00097	hypothetical protein		
g007330	GCF_001700475:NZ_MAKH01000014.1:6745-6599	GCF_001700475:BDOEKEJJ_00142	hypothetical protein		
g007331	GCF_001700475:NZ_MAKH01000017.1:1210-92	GCF_001700475:BDOEKEJJ_00172	Oligo-1,6-glucosidase 1	3.2.1.10	
g007332	GCF_001700475:NZ_MAKH01000018.1:774-1547	GCF_001700475:BDOEKEJJ_00174	hypothetical protein		
g007333	GCF_001700475:NZ_MAKH01000019.1:10437-9388	GCF_001700475:BDOEKEJJ_00189	IS30 family transposase ISLjo1		
g007334	GCF_001700475:NZ_MAKH01000019.1:13282-13109	GCF_001700475:BDOEKEJJ_00192	hypothetical protein		
g007335	GCF_001700475:NZ_MAKH01000019.1:13858-13343	GCF_001700475:BDOEKEJJ_00193	hypothetical protein		
g007336	GCF_001700475:NZ_MAKH01000019.1:17550-17987	GCF_001700475:BDOEKEJJ_00196	hypothetical protein		
g007337	GCF_001700475:NZ_MAKH01000019.1:220-71	GCF_001700475:BDOEKEJJ_00176	hypothetical protein		
g007338	GCF_001700475:NZ_MAKH01000019.1:49539-48508	GCF_001700475:BDOEKEJJ_00222	tRNA1(Val) (adenine(37)-N6)-methyltransferase	2.1.1.223	
g007339	GCF_001700475:NZ_MAKH01000019.1:5870-5334	GCF_001700475:BDOEKEJJ_00183	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	2.7.7.61	
g007340	GCF_001700475:NZ_MAKH01000019.1:6561-5884	GCF_001700475:BDOEKEJJ_00184	Ornithine carbamoyltransferase, catabolic	2.1.3.3	
g007341	GCF_001700475:NZ_MAKH01000020.1:3349-2570	GCF_001700475:BDOEKEJJ_00309	IS30 family transposase ISLga1		
g007342	GCF_001700475:NZ_MAKH01000020.1:3616-3470	GCF_001700475:BDOEKEJJ_00310	hypothetical protein		
g007343	GCF_001700475:NZ_MAKH01000020.1:46482-46841	GCF_001700475:BDOEKEJJ_00354	Transcription antiterminator LicT		
g007344	GCF_001700475:NZ_MAKH01000021.1:14354-13893	GCF_001700475:BDOEKEJJ_00371	hypothetical protein		
g007345	GCF_001700475:NZ_MAKH01000022.1:62602-63111	GCF_001700475:BDOEKEJJ_00458	ATP synthase subunit b		
g007346	GCF_001700475:NZ_MAKH01000023.1:2742-3122	GCF_001700475:BDOEKEJJ_00482	hypothetical protein		
g007347	GCF_001700475:NZ_MAKH01000023.1:29751-29999	GCF_001700475:BDOEKEJJ_00506	hypothetical protein		
g007348	GCF_001700475:NZ_MAKH01000023.1:52323-50959	GCF_001700475:BDOEKEJJ_00527	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
g007349	GCF_001700475:NZ_MAKH01000024.1:31743-34157	GCF_001700475:BDOEKEJJ_00561	Leucine--tRNA ligase	6.1.1.4	
g007350	GCF_001700475:NZ_MAKH01000024.1:36189-38120	GCF_001700475:BDOEKEJJ_00563	hypothetical protein		
g007351	GCF_001700475:NZ_MAKH01000024.1:6663-6827	GCF_001700475:BDOEKEJJ_00538	hypothetical protein		
g007352	GCF_001700475:NZ_MAKH01000025.1:41114-42571	GCF_001700475:BDOEKEJJ_00603	Major cardiolipin synthase ClsA	2.7.8.-	
g007353	GCF_001700475:NZ_MAKH01000027.1:3973-3596	GCF_001700475:BDOEKEJJ_00621	hypothetical protein		
g007354	GCF_001700475:NZ_MAKH01000027.1:47759-45885	GCF_001700475:BDOEKEJJ_00663	Zinc-transporting ATPase	3.6.3.-	
g007355	GCF_001700475:NZ_MAKH01000027.1:63418-62861	GCF_001700475:BDOEKEJJ_00678	putative ABC transporter ATP-binding protein		
g007356	GCF_001700475:NZ_MAKH01000028.1:28801-28331	GCF_001700475:BDOEKEJJ_00713	hypothetical protein		
g007357	GCF_001700475:NZ_MAKH01000028.1:5685-5368	GCF_001700475:BDOEKEJJ_00693	hypothetical protein		
g007358	GCF_001700475:NZ_MAKH01000031.1:16282-17100	GCF_001700475:BDOEKEJJ_00794	Tyrosine recombinase XerC		
g007359	GCF_001700475:NZ_MAKH01000031.1:18029-17865	GCF_001700475:BDOEKEJJ_00796	hypothetical protein		
g007360	GCF_001700475:NZ_MAKH01000031.1:18531-18346	GCF_001700475:BDOEKEJJ_00797	hypothetical protein		
g007361	GCF_001700475:NZ_MAKH01000032.1:3015-2515	GCF_001700475:BDOEKEJJ_00808	Nucleotide-binding protein ExpZ		
g007362	GCF_001700475:NZ_MAKH01000032.1:3911-3375	GCF_001700475:BDOEKEJJ_00809	Nucleotide-binding protein ExpZ		
g007363	GCF_001700475:NZ_MAKH01000034.1:979-62	GCF_001700475:BDOEKEJJ_00865	hypothetical protein		
g007364	GCF_001700475:NZ_MAKH01000035.1:37376-38263	GCF_001700475:BDOEKEJJ_00949	hypothetical protein		
g007365	GCF_001700475:NZ_MAKH01000038.1:11603-11367	GCF_001700475:BDOEKEJJ_00991	hypothetical protein		
g007366	GCF_001700475:NZ_MAKH01000038.1:34682-34311	GCF_001700475:BDOEKEJJ_01011	HTH-type transcriptional repressor YtrA		
g007367	GCF_001700475:NZ_MAKH01000040.1:3500-3574	GCF_001700475:BDOEKEJJ_01045	tRNA-Arg(cct)		
g007368	GCF_001700475:NZ_MAKH01000042.1:22620-23423	GCF_001700475:BDOEKEJJ_01106	Inner membrane transporter YjeM		
g007369	GCF_001700475:NZ_MAKH01000043.1:4372-3965	GCF_001700475:BDOEKEJJ_01123	hypothetical protein		
g007370	GCF_001700475:NZ_MAKH01000044.1:12904-12677	GCF_001700475:BDOEKEJJ_01143	hypothetical protein		
g007371	GCF_001700475:NZ_MAKH01000044.1:1310-66	GCF_001700475:BDOEKEJJ_01129	hypothetical protein		
g007372	GCF_001700475:NZ_MAKH01000044.1:15599-15441	GCF_001700475:BDOEKEJJ_01149	hypothetical protein		
g007373	GCF_001700475:NZ_MAKH01000044.1:2588-1395	GCF_001700475:BDOEKEJJ_01130	hypothetical protein		
g007374	GCF_001700475:NZ_MAKH01000045.1:4792-5220	GCF_001700475:BDOEKEJJ_01161	hypothetical protein		
g007375	GCF_001700475:NZ_MAKH01000048.1:24318-25757	GCF_001700475:BDOEKEJJ_01226	hypothetical protein		
g007376	GCF_001700475:NZ_MAKH01000048.1:31010-30774	GCF_001700475:BDOEKEJJ_01230	hypothetical protein		
g007377	GCF_001700475:NZ_MAKH01000048.1:34033-34428	GCF_001700475:BDOEKEJJ_01236	hypothetical protein		
g007378	GCF_001700475:NZ_MAKH01000048.1:36127-36585	GCF_001700475:BDOEKEJJ_01239	Formate--tetrahydrofolate ligase	6.3.4.3	
g007379	GCF_001700475:NZ_MAKH01000053.1:17096-18526	GCF_001700475:BDOEKEJJ_01452	putative amino acid permease YhdG		
g007380	GCF_001700475:NZ_MAKH01000053.1:6808-5252	GCF_001700475:BDOEKEJJ_01438	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH	3.6.3.-	
g007381	GCF_001700475:NZ_MAKH01000055.1:12896-13294	GCF_001700475:BDOEKEJJ_01479	hypothetical protein		
g007382	GCF_001700475:NZ_MAKH01000056.1:2491-3150	GCF_001700475:BDOEKEJJ_01482	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
g007383	GCF_001700475:NZ_MAKH01000057.1:263-153	GCF_001700475:BDOEKEJJ_01486	hypothetical protein		
g007384	GCF_001700475:NZ_MAKH01000057.1:3154-3411	GCF_001700475:BDOEKEJJ_01489	hypothetical protein		
g007385	GCF_001700475:NZ_MAKH01000057.1:3471-4763	GCF_001700475:BDOEKEJJ_01490	IS200/IS605 family transposase ISEfa4		
g007386	GCF_001700475:NZ_MAKH01000060.1:2239-1562	GCF_001700475:BDOEKEJJ_01546	hypothetical protein		
g007387	GCF_001700475:NZ_MAKH01000060.1:2584-2273	GCF_001700475:BDOEKEJJ_01547	hypothetical protein		
g007388	GCF_001700475:NZ_MAKH01000060.1:3412-2603	GCF_001700475:BDOEKEJJ_01548	hypothetical protein		
g007389	GCF_001700475:NZ_MAKH01000062.1:4814-4200	GCF_001700475:BDOEKEJJ_01592	putative succinyl-diaminopimelate desuccinylase	3.5.1.18	
g007390	GCF_001700475:NZ_MAKH01000062.1:6988-7566	GCF_001700475:BDOEKEJJ_01596	Acetate kinase	2.7.2.1	
g007391	GCF_001700475:NZ_MAKH01000064.1:4653-3700	GCF_001700475:BDOEKEJJ_01613	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	4.2.99.20	
g007392	GCF_001700475:NZ_MAKH01000065.1:1908-136	GCF_001700475:BDOEKEJJ_01672	Oleate hydratase	4.2.1.53	
g007393	GCF_001700475:NZ_MAKH01000066.1:71-610	GCF_001700475:BDOEKEJJ_01688	Cryptic beta-glucoside bgl operon antiterminator		
g007394	GCF_001700475:NZ_MAKH01000067.1:11776-11204	GCF_001700475:BDOEKEJJ_01721	hypothetical protein		
g007395	GCF_001700475:NZ_MAKH01000067.1:25927-24950	GCF_001700475:BDOEKEJJ_01731	hypothetical protein		
g007396	GCF_001700475:NZ_MAKH01000069.1:49-597	GCF_001700475:BDOEKEJJ_01738	hypothetical protein		
g007397	GCF_001700475:NZ_MAKH01000069.1:5600-6721	GCF_001700475:BDOEKEJJ_01748	hypothetical protein		
g007398	GCF_001700475:NZ_MAKH01000069.1:608-2566	GCF_001700475:BDOEKEJJ_01739	hypothetical protein		
g007399	GCF_001700475:NZ_MAKH01000070.1:16335-16099	GCF_001700475:BDOEKEJJ_01875	hypothetical protein		
g007400	GCF_001700475:NZ_MAKH01000070.1:18122-17076	GCF_001700475:BDOEKEJJ_01877	hypothetical protein		
g007401	GCF_001700475:NZ_MAKH01000070.1:18433-18089	GCF_001700475:BDOEKEJJ_01878	hypothetical protein		
g007402	GCF_001700475:NZ_MAKH01000070.1:18780-18430	GCF_001700475:BDOEKEJJ_01879	hypothetical protein		
g007403	GCF_001700475:NZ_MAKH01000070.1:25789-23513	GCF_001700475:BDOEKEJJ_01885	Calcium-transporting ATPase CtpE	7.2.2.10	
g007404	GCF_001700475:NZ_MAKH01000070.1:29671-29042	GCF_001700475:BDOEKEJJ_01889	hypothetical protein		
g007405	GCF_001700475:NZ_MAKH01000071.1:12029-10767	GCF_001700475:BDOEKEJJ_01904	Serine protease Do-like HtrA	3.4.21.107	
g007406	GCF_001700475:NZ_MAKH01000071.1:16941-15088	GCF_001700475:BDOEKEJJ_01908	Sensor protein kinase WalK	2.7.13.3	
g007407	GCF_001700475:NZ_MAKH01000075.1:10968-10369	GCF_001700475:BDOEKEJJ_01959	Glucose uptake protein GlcU		
g007408	GCF_001700475:NZ_MAKH01000075.1:12539-11208	GCF_001700475:BDOEKEJJ_01960	hypothetical protein		
g007409	GCF_001700475:NZ_MAKH01000086.1:1742-75	GCF_001700475:BDOEKEJJ_02045	hypothetical protein		
g007410	GCF_001700475:NZ_MAKH01000087.1:2465-2067	GCF_001700475:BDOEKEJJ_02064	putative oxidoreductase/MSMEI_2347	1.-.-.-	
g007411	GCF_001700475:NZ_MAKH01000087.1:370-1233	GCF_001700475:BDOEKEJJ_02061	hypothetical protein		
g007412	GCF_001700475:NZ_MAKH01000089.1:10398-9583	GCF_001700475:BDOEKEJJ_02083	SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD	2.3.1.-	
g007413	GCF_001700475:NZ_MAKH01000089.1:37-636	GCF_001700475:BDOEKEJJ_02066	hypothetical protein		
g007414	GCF_001700475:NZ_MAKH01000089.1:5136-5420	GCF_001700475:BDOEKEJJ_02076	hypothetical protein		
g007415	GCF_001700475:NZ_MAKH01000091.1:18539-19969	GCF_001700475:BDOEKEJJ_02133	Putative O-antigen transporter		
g007416	GCF_001700475:NZ_MAKH01000091.1:3056-2778	GCF_001700475:BDOEKEJJ_02118	hypothetical protein		
g007417	GCF_001700475:NZ_MAKH01000091.1:32218-31868	GCF_001700475:BDOEKEJJ_02145	hypothetical protein		
g007418	GCF_001700475:NZ_MAKH01000091.1:3341-3126	GCF_001700475:BDOEKEJJ_02119	hypothetical protein		
g007419	GCF_001700475:NZ_MAKH01000093.1:11486-11061	GCF_001700475:BDOEKEJJ_02173	hypothetical protein		
g007420	GCF_001700475:NZ_MAKH01000096.1:28120-29088	GCF_001700475:BDOEKEJJ_02207	Oligopeptide transport ATP-binding protein OppF		
g007421	GCF_001704465:NZ_MCJG01000001.1:16421-15612	GCF_001704465:FBNFDCKK_00018	HTH-type transcriptional regulator GlvR		
g007422	GCF_001704465:NZ_MCJG01000001.1:18973-19311	GCF_001704465:FBNFDCKK_00020	Sugar phosphatase YidA	3.1.3.23	
g007423	GCF_001704465:NZ_MCJG01000001.1:19345-19779	GCF_001704465:FBNFDCKK_00021	Sugar phosphatase YidA	3.1.3.23	
g007424	GCF_001704465:NZ_MCJG01000001.1:725-495	GCF_001704465:FBNFDCKK_00001	hypothetical protein		
g007425	GCF_001704465:NZ_MCJG01000002.1:10774-11700	GCF_001704465:FBNFDCKK_00046	hypothetical protein		
g007426	GCF_001704465:NZ_MCJG01000002.1:110705-107787	GCF_001704465:FBNFDCKK_00143	hypothetical protein		
g007427	GCF_001704465:NZ_MCJG01000002.1:112315-110717	GCF_001704465:FBNFDCKK_00144	hypothetical protein		
g007428	GCF_001704465:NZ_MCJG01000002.1:117838-117071	GCF_001704465:FBNFDCKK_00150	hypothetical protein		
g007429	GCF_001704465:NZ_MCJG01000002.1:129968-129762	GCF_001704465:FBNFDCKK_00165	hypothetical protein		
g007430	GCF_001704465:NZ_MCJG01000002.1:136544-136666	GCF_001704465:FBNFDCKK_00174	hypothetical protein		
g007431	GCF_001704465:NZ_MCJG01000002.1:136832-139168	GCF_001704465:FBNFDCKK_00175	Penicillin-binding protein 1A		
g007432	GCF_001704465:NZ_MCJG01000002.1:140080-139808	GCF_001704465:FBNFDCKK_00177	DNA-binding protein HU		
g007433	GCF_001704465:NZ_MCJG01000002.1:143012-144172	GCF_001704465:FBNFDCKK_00180	IS200/IS605 family transposase ISLhe65		
g007434	GCF_001704465:NZ_MCJG01000002.1:148506-144337	GCF_001704465:FBNFDCKK_00181	CRISPR-associated endonuclease Cas9/Csn1	3.1.-.-	
g007435	GCF_001704465:NZ_MCJG01000002.1:152032-152139	GCF_001704465:FBNFDCKK_00187	hypothetical protein		
g007436	GCF_001704465:NZ_MCJG01000002.1:154820-153660	GCF_001704465:FBNFDCKK_00189	IS200/IS605 family transposase ISLhe65		
g007437	GCF_001704465:NZ_MCJG01000002.1:168764-169924	GCF_001704465:FBNFDCKK_00204	IS200/IS605 family transposase ISLhe65		
g007438	GCF_001704465:NZ_MCJG01000002.1:171117-172754	GCF_001704465:FBNFDCKK_00206	hypothetical protein		
g007439	GCF_001704465:NZ_MCJG01000002.1:172909-174069	GCF_001704465:FBNFDCKK_00207	IS200/IS605 family transposase ISLhe65		
g007440	GCF_001704465:NZ_MCJG01000002.1:175389-174289	GCF_001704465:FBNFDCKK_00208	hypothetical protein		
g007441	GCF_001704465:NZ_MCJG01000002.1:23908-24189	GCF_001704465:FBNFDCKK_00057	hypothetical protein		
g007442	GCF_001704465:NZ_MCJG01000002.1:25524-27038	GCF_001704465:FBNFDCKK_00059	hypothetical protein		
g007443	GCF_001704465:NZ_MCJG01000002.1:29261-29665	GCF_001704465:FBNFDCKK_00064	hypothetical protein		
g007444	GCF_001704465:NZ_MCJG01000002.1:29678-30031	GCF_001704465:FBNFDCKK_00065	hypothetical protein		
g007445	GCF_001704465:NZ_MCJG01000002.1:36260-35745	GCF_001704465:FBNFDCKK_00074	hypothetical protein		
g007446	GCF_001704465:NZ_MCJG01000002.1:38832-39914	GCF_001704465:FBNFDCKK_00079	hypothetical protein		
g007447	GCF_001704465:NZ_MCJG01000002.1:47890-49074	GCF_001704465:FBNFDCKK_00083	IS200/IS605 family transposase ISLhe65		
g007448	GCF_001704465:NZ_MCJG01000002.1:49571-49125	GCF_001704465:FBNFDCKK_00084	hypothetical protein		
g007449	GCF_001704465:NZ_MCJG01000002.1:51746-52282	GCF_001704465:FBNFDCKK_00088	hypothetical protein		
g007450	GCF_001704465:NZ_MCJG01000002.1:55682-56005	GCF_001704465:FBNFDCKK_00092	hypothetical protein		
g007451	GCF_001704465:NZ_MCJG01000002.1:58-1617	GCF_001704465:FBNFDCKK_00035	hypothetical protein		
g007452	GCF_001704465:NZ_MCJG01000002.1:59745-60248	GCF_001704465:FBNFDCKK_00099	hypothetical protein		
g007453	GCF_001704465:NZ_MCJG01000002.1:61530-61877	GCF_001704465:FBNFDCKK_00102	hypothetical protein		
g007454	GCF_001704465:NZ_MCJG01000002.1:71306-72124	GCF_001704465:FBNFDCKK_00115	DNA adenine methyltransferase YhdJ	2.1.1.72	
g007455	GCF_001704465:NZ_MCJG01000002.1:72460-81123	GCF_001704465:FBNFDCKK_00116	hypothetical protein		
g007456	GCF_001704465:NZ_MCJG01000002.1:82915-82412	GCF_001704465:FBNFDCKK_00117	hypothetical protein		
g007457	GCF_001704465:NZ_MCJG01000002.1:89196-89582	GCF_001704465:FBNFDCKK_00122	hypothetical protein		
g007458	GCF_001704465:NZ_MCJG01000002.1:9140-9625	GCF_001704465:FBNFDCKK_00044	hypothetical protein		
g007459	GCF_001704465:NZ_MCJG01000002.1:93065-92367	GCF_001704465:FBNFDCKK_00126	hypothetical protein		
g007460	GCF_001704465:NZ_MCJG01000002.1:97838-95373	GCF_001704465:FBNFDCKK_00130	Protein translocase subunit SecA		
g007461	GCF_001704465:NZ_MCJG01000002.1:98015-97851	GCF_001704465:FBNFDCKK_00131	hypothetical protein		
g007462	GCF_001704465:NZ_MCJG01000002.1:98893-98027	GCF_001704465:FBNFDCKK_00132	hypothetical protein		
g007463	GCF_001704465:NZ_MCJG01000003.1:35471-36133	GCF_001704465:FBNFDCKK_00248	hypothetical protein		
g007464	GCF_001704465:NZ_MCJG01000003.1:77994-77206	GCF_001704465:FBNFDCKK_00290	hypothetical protein		
g007465	GCF_001704465:NZ_MCJG01000004.1:102708-101728	GCF_001704465:FBNFDCKK_00407	Inner membrane transporter YjeM		
g007466	GCF_001704465:NZ_MCJG01000004.1:103225-102650	GCF_001704465:FBNFDCKK_00408	Inner membrane transporter YjeM		
g007467	GCF_001704465:NZ_MCJG01000004.1:103661-103344	GCF_001704465:FBNFDCKK_00409	hypothetical protein		
g007468	GCF_001704465:NZ_MCJG01000004.1:134986-134642	GCF_001704465:FBNFDCKK_00437	hypothetical protein		
g007469	GCF_001704465:NZ_MCJG01000004.1:135928-136494	GCF_001704465:FBNFDCKK_00439	HTH-type transcriptional repressor MelR		
g007470	GCF_001704465:NZ_MCJG01000004.1:136469-136951	GCF_001704465:FBNFDCKK_00440	HTH-type transcriptional repressor PurR		
g007471	GCF_001704465:NZ_MCJG01000004.1:146950-146756	GCF_001704465:FBNFDCKK_00449	hypothetical protein		
g007472	GCF_001704465:NZ_MCJG01000004.1:150792-147067	GCF_001704465:FBNFDCKK_00450	hypothetical protein		
g007473	GCF_001704465:NZ_MCJG01000004.1:154237-153638	GCF_001704465:FBNFDCKK_00454	hypothetical protein		
g007474	GCF_001704465:NZ_MCJG01000004.1:155170-154265	GCF_001704465:FBNFDCKK_00455	L-arabinose transport system permease protein AraQ		
g007475	GCF_001704465:NZ_MCJG01000004.1:156064-155174	GCF_001704465:FBNFDCKK_00456	Diacetylchitobiose uptake system permease protein NgcF		
g007476	GCF_001704465:NZ_MCJG01000004.1:157431-156127	GCF_001704465:FBNFDCKK_00457	hypothetical protein		
g007477	GCF_001704465:NZ_MCJG01000004.1:157684-158628	GCF_001704465:FBNFDCKK_00458	Cephalosporin-C deacetylase	3.1.1.41	
g007478	GCF_001704465:NZ_MCJG01000004.1:158621-160846	GCF_001704465:FBNFDCKK_00459	Alpha-galactosidase AgaA	3.2.1.22	
g007479	GCF_001704465:NZ_MCJG01000004.1:160867-161979	GCF_001704465:FBNFDCKK_00460	Oligosaccharides import ATP-binding protein MsmX	7.5.2.-	
g007480	GCF_001704465:NZ_MCJG01000004.1:162322-162083	GCF_001704465:FBNFDCKK_00461	hypothetical protein		
g007481	GCF_001704465:NZ_MCJG01000004.1:163174-162347	GCF_001704465:FBNFDCKK_00462	Fatty acid resistance protein FarB		
g007482	GCF_001704465:NZ_MCJG01000004.1:163498-163349	GCF_001704465:FBNFDCKK_00463	hypothetical protein		
g007483	GCF_001704465:NZ_MCJG01000004.1:164594-163602	GCF_001704465:FBNFDCKK_00464	hypothetical protein		
g007484	GCF_001704465:NZ_MCJG01000004.1:165597-164698	GCF_001704465:FBNFDCKK_00465	hypothetical protein		
