Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g020957	GCF_003790365:NZ_RJWE01000023.1:14590-14099	GCF_003790365:LCNBPIOE_00729	hypothetical protein		
g020958	GCF_003790365:NZ_RJWE01000023.1:15170-14838	GCF_003790365:LCNBPIOE_00730	hypothetical protein		
g020959	GCF_003790365:NZ_RJWE01000023.1:15423-15181	GCF_003790365:LCNBPIOE_00731	hypothetical protein		
g020960	GCF_003790365:NZ_RJWE01000023.1:1553-1020	GCF_003790365:LCNBPIOE_00717	hypothetical protein		
g020961	GCF_003790365:NZ_RJWE01000023.1:17191-15620	GCF_003790365:LCNBPIOE_00732	hypothetical protein		
g020962	GCF_003790365:NZ_RJWE01000023.1:17518-17267	GCF_003790365:LCNBPIOE_00733	hypothetical protein		
g020963	GCF_003790365:NZ_RJWE01000023.1:18017-17535	GCF_003790365:LCNBPIOE_00734	hypothetical protein		
g020964	GCF_003790365:NZ_RJWE01000023.1:18378-18112	GCF_003790365:LCNBPIOE_00735	hypothetical protein		
g020965	GCF_003790365:NZ_RJWE01000023.1:19083-18787	GCF_003790365:LCNBPIOE_00736	hypothetical protein		
g020966	GCF_003790365:NZ_RJWE01000023.1:19869-19612	GCF_003790365:LCNBPIOE_00738	hypothetical protein		
g020967	GCF_003790365:NZ_RJWE01000023.1:20120-19911	GCF_003790365:LCNBPIOE_00739	hypothetical protein		
g020968	GCF_003790365:NZ_RJWE01000023.1:20323-20147	GCF_003790365:LCNBPIOE_00740	hypothetical protein		
g020969	GCF_003790365:NZ_RJWE01000023.1:21102-20626	GCF_003790365:LCNBPIOE_00742	hypothetical protein		
g020970	GCF_003790365:NZ_RJWE01000023.1:21614-21147	GCF_003790365:LCNBPIOE_00743	hypothetical protein		
g020971	GCF_003790365:NZ_RJWE01000023.1:22240-21671	GCF_003790365:LCNBPIOE_00744	hypothetical protein		
g020972	GCF_003790365:NZ_RJWE01000023.1:22933-22331	GCF_003790365:LCNBPIOE_00745	hypothetical protein		
g020973	GCF_003790365:NZ_RJWE01000023.1:23691-22978	GCF_003790365:LCNBPIOE_00746	hypothetical protein		
g020974	GCF_003790365:NZ_RJWE01000023.1:2416-1751	GCF_003790365:LCNBPIOE_00718	hypothetical protein		
g020975	GCF_003790365:NZ_RJWE01000023.1:24304-23942	GCF_003790365:LCNBPIOE_00747	hypothetical protein		
g020976	GCF_003790365:NZ_RJWE01000023.1:24530-24297	GCF_003790365:LCNBPIOE_00748	hypothetical protein		
g020977	GCF_003790365:NZ_RJWE01000023.1:25026-24619	GCF_003790365:LCNBPIOE_00749	hypothetical protein		
g020978	GCF_003790365:NZ_RJWE01000023.1:25407-25057	GCF_003790365:LCNBPIOE_00750	hypothetical protein		
g020979	GCF_003790365:NZ_RJWE01000023.1:26219-25575	GCF_003790365:LCNBPIOE_00751	hypothetical protein		
g020980	GCF_003790365:NZ_RJWE01000023.1:26576-26319	GCF_003790365:LCNBPIOE_00752	hypothetical protein		
g020981	GCF_003790365:NZ_RJWE01000023.1:27328-26648	GCF_003790365:LCNBPIOE_00753	hypothetical protein		
g020982	GCF_003790365:NZ_RJWE01000023.1:27766-28170	GCF_003790365:LCNBPIOE_00754	hypothetical protein		
g020983	GCF_003790365:NZ_RJWE01000023.1:28661-28500	GCF_003790365:LCNBPIOE_00755	hypothetical protein		
g020984	GCF_003790365:NZ_RJWE01000023.1:28947-28663	GCF_003790365:LCNBPIOE_00756	hypothetical protein		
g020985	GCF_003790365:NZ_RJWE01000023.1:3948-3322	GCF_003790365:LCNBPIOE_00719	hypothetical protein		
g020986	GCF_003790365:NZ_RJWE01000023.1:6620-3975	GCF_003790365:LCNBPIOE_00720	hypothetical protein		
g020987	GCF_003790365:NZ_RJWE01000023.1:9206-8907	GCF_003790365:LCNBPIOE_00722	hypothetical protein		
g020988	GCF_003790365:NZ_RJWE01000023.1:9560-10594	GCF_003790365:LCNBPIOE_00723	hypothetical protein		
g020989	GCF_003790365:NZ_RJWE01000025.1:10386-10670	GCF_003790365:LCNBPIOE_00801	hypothetical protein		
g020990	GCF_003790365:NZ_RJWE01000025.1:10692-10937	GCF_003790365:LCNBPIOE_00802	hypothetical protein		
g020991	GCF_003790365:NZ_RJWE01000025.1:7513-6179	GCF_003790365:LCNBPIOE_00798	Putative dipeptidase	3.4.13.-	
g020992	GCF_003790365:NZ_RJWE01000026.1:20102-19836	GCF_003790365:LCNBPIOE_00838	Endoribonuclease EndoA	3.1.27.-	
g020993	GCF_003790365:NZ_RJWE01000027.1:12770-11910	GCF_003790365:LCNBPIOE_00863	Uracil permease		
g020994	GCF_003790365:NZ_RJWE01000027.1:13170-12745	GCF_003790365:LCNBPIOE_00864	Uracil permease		
g020995	GCF_003790365:NZ_RJWE01000028.1:11566-14673	GCF_003790365:LCNBPIOE_00885	Chromosome partition protein Smc		
g020996	GCF_003790365:NZ_RJWE01000028.1:15787-15491	GCF_003790365:LCNBPIOE_00887	hypothetical protein		
g020997	GCF_003790365:NZ_RJWE01000028.1:16419-15787	GCF_003790365:LCNBPIOE_00888	hypothetical protein		
g020998	GCF_003790365:NZ_RJWE01000028.1:1734-490	GCF_003790365:LCNBPIOE_00877	Tyrosine recombinase XerC		
g020999	GCF_003790365:NZ_RJWE01000028.1:17620-16421	GCF_003790365:LCNBPIOE_00889	hypothetical protein		
g021000	GCF_003790365:NZ_RJWE01000028.1:18179-17586	GCF_003790365:LCNBPIOE_00890	hypothetical protein		
g021001	GCF_003790365:NZ_RJWE01000028.1:19034-18684	GCF_003790365:LCNBPIOE_00891	hypothetical protein		
g021002	GCF_003790365:NZ_RJWE01000028.1:19423-19031	GCF_003790365:LCNBPIOE_00892	hypothetical protein		
g021003	GCF_003790365:NZ_RJWE01000028.1:2059-1721	GCF_003790365:LCNBPIOE_00878	hypothetical protein		
g021004	GCF_003790365:NZ_RJWE01000028.1:2803-2078	GCF_003790365:LCNBPIOE_00879	hypothetical protein		
g021005	GCF_003790365:NZ_RJWE01000028.1:5402-2823	GCF_003790365:LCNBPIOE_00880	hypothetical protein		
g021006	GCF_003790365:NZ_RJWE01000028.1:7755-7414	GCF_003790365:LCNBPIOE_00883	hypothetical protein		
g021007	GCF_003790365:NZ_RJWE01000028.1:7918-11541	GCF_003790365:LCNBPIOE_00884	Chromosome partition protein Smc		
g021008	GCF_003790365:NZ_RJWE01000031.1:14296-13931	GCF_003790365:LCNBPIOE_01110	hypothetical protein		
g021009	GCF_003790365:NZ_RJWE01000031.1:15690-15271	GCF_003790365:LCNBPIOE_01113	hypothetical protein		
g021010	GCF_003790365:NZ_RJWE01000031.1:16742-15711	GCF_003790365:LCNBPIOE_01114	hypothetical protein		
g021011	GCF_003790365:NZ_RJWE01000031.1:17755-17480	GCF_003790365:LCNBPIOE_01117	hypothetical protein		
g021012	GCF_003790365:NZ_RJWE01000031.1:18241-17927	GCF_003790365:LCNBPIOE_01118	hypothetical protein		
g021013	GCF_003790365:NZ_RJWE01000031.1:18392-18255	GCF_003790365:LCNBPIOE_01119	hypothetical protein		
g021014	GCF_003790365:NZ_RJWE01000031.1:19344-18730	GCF_003790365:LCNBPIOE_01121	hypothetical protein		
g021015	GCF_003790365:NZ_RJWE01000031.1:19750-19412	GCF_003790365:LCNBPIOE_01122	hypothetical protein		
g021016	GCF_003790365:NZ_RJWE01000031.1:20125-20877	GCF_003790365:LCNBPIOE_01124	hypothetical protein		
g021017	GCF_003790365:NZ_RJWE01000033.1:1547-1368	GCF_003790365:LCNBPIOE_01158	hypothetical protein		
g021018	GCF_003790365:NZ_RJWE01000033.1:2443-2345	GCF_003790365:LCNBPIOE_01159	hypothetical protein		
g021019	GCF_003790365:NZ_RJWE01000033.1:3437-3036	GCF_003790365:LCNBPIOE_01160	hypothetical protein		
g021020	GCF_003790365:NZ_RJWE01000033.1:3859-3467	GCF_003790365:LCNBPIOE_01161	hypothetical protein		
g021021	GCF_003790365:NZ_RJWE01000033.1:4893-3880	GCF_003790365:LCNBPIOE_01162	hypothetical protein		
g021022	GCF_003790365:NZ_RJWE01000033.1:5363-4893	GCF_003790365:LCNBPIOE_01163	hypothetical protein		
g021023	GCF_003790365:NZ_RJWE01000033.1:5906-5631	GCF_003790365:LCNBPIOE_01165	hypothetical protein		
g021024	GCF_003790365:NZ_RJWE01000033.1:6390-6079	GCF_003790365:LCNBPIOE_01166	hypothetical protein		
g021025	GCF_003790365:NZ_RJWE01000033.1:7144-6581	GCF_003790365:LCNBPIOE_01168	hypothetical protein		
g021026	GCF_003790365:NZ_RJWE01000033.1:7425-7150	GCF_003790365:LCNBPIOE_01169	hypothetical protein		
g021027	GCF_003790365:NZ_RJWE01000033.1:8062-7445	GCF_003790365:LCNBPIOE_01170	hypothetical protein		
g021028	GCF_003790365:NZ_RJWE01000033.1:8483-8130	GCF_003790365:LCNBPIOE_01171	hypothetical protein		
g021029	GCF_003790365:NZ_RJWE01000033.1:8847-9596	GCF_003790365:LCNBPIOE_01173	hypothetical protein		
g021030	GCF_003790365:NZ_RJWE01000034.1:11305-11598	GCF_003790365:LCNBPIOE_01193	hypothetical protein		
g021031	GCF_003790365:NZ_RJWE01000034.1:11722-12432	GCF_003790365:LCNBPIOE_01194	hypothetical protein		
g021032	GCF_003790365:NZ_RJWE01000036.1:10857-8497	GCF_003790365:LCNBPIOE_01230	Protein translocase subunit SecA		
g021033	GCF_003790365:NZ_RJWE01000036.1:11042-10875	GCF_003790365:LCNBPIOE_01231	hypothetical protein		
g021034	GCF_003790365:NZ_RJWE01000036.1:11842-11045	GCF_003790365:LCNBPIOE_01232	hypothetical protein		
g021035	GCF_003790365:NZ_RJWE01000036.1:12422-11829	GCF_003790365:LCNBPIOE_01233	hypothetical protein		
g021036	GCF_003790365:NZ_RJWE01000036.1:12912-12586	GCF_003790365:LCNBPIOE_01234	hypothetical protein		
g021037	GCF_003790365:NZ_RJWE01000036.1:13380-12925	GCF_003790365:LCNBPIOE_01235	hypothetical protein		
g021038	GCF_003790365:NZ_RJWE01000036.1:14695-13628	GCF_003790365:LCNBPIOE_01236	hypothetical protein		
g021039	GCF_003790365:NZ_RJWE01000036.1:15948-14692	GCF_003790365:LCNBPIOE_01237	hypothetical protein		
g021040	GCF_003790365:NZ_RJWE01000036.1:16647-15997	GCF_003790365:LCNBPIOE_01238	hypothetical protein		
g021041	GCF_003790365:NZ_RJWE01000036.1:16712-17530	GCF_003790365:LCNBPIOE_01239	Tyrosine recombinase XerC		
g021042	GCF_003790365:NZ_RJWE01000036.1:1861-947	GCF_003790365:LCNBPIOE_01225	hypothetical protein		
g021043	GCF_003790365:NZ_RJWE01000036.1:219-79	GCF_003790365:LCNBPIOE_01223	hypothetical protein		
g021044	GCF_003790365:NZ_RJWE01000036.1:3268-2378	GCF_003790365:LCNBPIOE_01226	hypothetical protein		
g021045	GCF_003790365:NZ_RJWE01000036.1:6567-3376	GCF_003790365:LCNBPIOE_01227	Chromosome partition protein Smc		
g021046	GCF_003790365:NZ_RJWE01000036.1:667-233	GCF_003790365:LCNBPIOE_01224	hypothetical protein		
g021047	GCF_003790365:NZ_RJWE01000036.1:7205-6843	GCF_003790365:LCNBPIOE_01228	hypothetical protein		
g021048	GCF_003790365:NZ_RJWE01000036.1:8500-7229	GCF_003790365:LCNBPIOE_01229	Protein translocase subunit SecY		
g021049	GCF_003790365:NZ_RJWE01000038.1:4037-4507	GCF_003790365:LCNBPIOE_01264	hypothetical protein		
g021050	GCF_003790365:NZ_RJWE01000038.1:8232-7354	GCF_003790365:LCNBPIOE_01269	2,5-diketo-D-gluconic acid reductase A	1.1.1.274	
g021051	GCF_003790365:NZ_RJWE01000040.1:11349-11468	GCF_003790365:LCNBPIOE_01409	hypothetical protein		
g021052	GCF_003790365:NZ_RJWE01000040.1:2439-1693	GCF_003790365:LCNBPIOE_01399	Tyrosine-protein kinase YwqD	2.7.10.2	
g021053	GCF_003790365:NZ_RJWE01000040.1:3327-2452	GCF_003790365:LCNBPIOE_01400	Capsular polysaccharide type 8 biosynthesis protein cap8A		
g021054	GCF_003790365:NZ_RJWE01000040.1:4841-4734	GCF_003790365:LCNBPIOE_01402	hypothetical protein		
g021055	GCF_003790365:NZ_RJWE01000040.1:497-108	GCF_003790365:LCNBPIOE_01396	hypothetical protein		
g021056	GCF_003790365:NZ_RJWE01000040.1:5847-5344	GCF_003790365:LCNBPIOE_01404	hypothetical protein		
g021057	GCF_003790365:NZ_RJWE01000040.1:9772-11175	GCF_003790365:LCNBPIOE_01408	Dipeptidase A	3.4.-.-	
g021058	GCF_003790365:NZ_RJWE01000043.1:16126-15416	GCF_003790365:LCNBPIOE_01462	Mrr restriction system protein		
g021059	GCF_003790365:NZ_RJWE01000044.1:3356-2874	GCF_003790365:LCNBPIOE_01465	hypothetical protein		
g021060	GCF_003790365:NZ_RJWE01000044.1:4383-3820	GCF_003790365:LCNBPIOE_01467	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	
g021061	GCF_003790365:NZ_RJWE01000044.1:5595-4420	GCF_003790365:LCNBPIOE_01468	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	
g021062	GCF_003790365:NZ_RJWE01000045.1:12076-11411	GCF_003790365:LCNBPIOE_01489	hypothetical protein		
g021063	GCF_003790365:NZ_RJWE01000045.1:12751-12092	GCF_003790365:LCNBPIOE_01490	hypothetical protein		
g021064	GCF_003790365:NZ_RJWE01000045.1:13526-12822	GCF_003790365:LCNBPIOE_01491	hypothetical protein		
g021065	GCF_003790365:NZ_RJWE01000045.1:1458-250	GCF_003790365:LCNBPIOE_01479	hypothetical protein		
g021066	GCF_003790365:NZ_RJWE01000045.1:15250-13544	GCF_003790365:LCNBPIOE_01492	hypothetical protein		
g021067	GCF_003790365:NZ_RJWE01000045.1:1597-2688	GCF_003790365:LCNBPIOE_01480	hypothetical protein		
g021068	GCF_003790365:NZ_RJWE01000045.1:235-62	GCF_003790365:LCNBPIOE_01478	hypothetical protein		
g021069	GCF_003790365:NZ_RJWE01000045.1:4309-3149	GCF_003790365:LCNBPIOE_01481	hypothetical protein		
g021070	GCF_003790365:NZ_RJWE01000045.1:4822-4379	GCF_003790365:LCNBPIOE_01482	hypothetical protein		
g021071	GCF_003790365:NZ_RJWE01000045.1:7476-4822	GCF_003790365:LCNBPIOE_01483	hypothetical protein		
g021072	GCF_003790365:NZ_RJWE01000045.1:7745-7557	GCF_003790365:LCNBPIOE_01484	hypothetical protein		
g021073	GCF_003790365:NZ_RJWE01000045.1:8086-7835	GCF_003790365:LCNBPIOE_01485	hypothetical protein		
g021074	GCF_003790365:NZ_RJWE01000045.1:8502-8098	GCF_003790365:LCNBPIOE_01486	hypothetical protein		
g021075	GCF_003790365:NZ_RJWE01000045.1:9326-8499	GCF_003790365:LCNBPIOE_01487	hypothetical protein		
g021076	GCF_003790365:NZ_RJWE01000045.1:9926-11314	GCF_003790365:LCNBPIOE_01488	hypothetical protein		
g021077	GCF_003790365:NZ_RJWE01000046.1:10283-11059	GCF_003790365:LCNBPIOE_01506	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	2.1.3.15	
g021078	GCF_003790365:NZ_RJWE01000047.1:12696-13256	GCF_003790365:LCNBPIOE_01529	hypothetical protein		
g021079	GCF_003790365:NZ_RJWE01000048.1:10616-10314	GCF_003790365:LCNBPIOE_01544	hypothetical protein		
g021080	GCF_003790365:NZ_RJWE01000048.1:10840-10622	GCF_003790365:LCNBPIOE_01545	hypothetical protein		
g021081	GCF_003790365:NZ_RJWE01000049.1:13665-14369	GCF_003790365:LCNBPIOE_01563	Ribokinase	2.7.1.15	
g021082	GCF_003790365:NZ_RJWE01000056.1:205-2709	GCF_003790365:LCNBPIOE_01723	hypothetical protein		
g021083	GCF_003790365:NZ_RJWE01000056.1:3641-4216	GCF_003790365:LCNBPIOE_01724	hypothetical protein		
g021084	GCF_003790365:NZ_RJWE01000061.1:11846-12004	GCF_003790365:LCNBPIOE_01871	hypothetical protein		
g021085	GCF_003790365:NZ_RJWE01000062.1:3764-3129	GCF_003790365:LCNBPIOE_01874	hypothetical protein		
g021086	GCF_003790365:NZ_RJWE01000065.1:4226-4468	GCF_003790365:LCNBPIOE_01926	hypothetical protein		
g021087	GCF_003790365:NZ_RJWE01000066.1:7337-8269	GCF_003790365:LCNBPIOE_01938	HTH-type transcriptional regulator ArgP		
g021088	GCF_003790365:NZ_RJWE01000066.1:8985-9764	GCF_003790365:LCNBPIOE_01940	IS3 family transposase ISLsa2		
g021089	GCF_003790365:NZ_RJWE01000069.1:2075-345	GCF_003790365:LCNBPIOE_01961	hypothetical protein		
g021090	GCF_003790365:NZ_RJWE01000069.1:5063-3978	GCF_003790365:LCNBPIOE_01963	hypothetical protein		
g021091	GCF_003790365:NZ_RJWE01000069.1:6559-6074	GCF_003790365:LCNBPIOE_01965	IS1182 family transposase ISP2		
g021092	GCF_003790365:NZ_RJWE01000069.1:6855-7064	GCF_003790365:LCNBPIOE_01966	hypothetical protein		
g021093	GCF_003790365:NZ_RJWE01000069.1:7381-7091	GCF_003790365:LCNBPIOE_01967	hypothetical protein		
g021094	GCF_003790365:NZ_RJWE01000069.1:8757-7939	GCF_003790365:LCNBPIOE_01968	hypothetical protein		
g021095	GCF_003790365:NZ_RJWE01000070.1:1895-2113	GCF_003790365:LCNBPIOE_02040	hypothetical protein		
g021096	GCF_003790365:NZ_RJWE01000070.1:315-962	GCF_003790365:LCNBPIOE_02037	hypothetical protein		
g021097	GCF_003790365:NZ_RJWE01000071.1:7639-9612	GCF_003790365:LCNBPIOE_02055	hypothetical protein		
g021098	GCF_003790365:NZ_RJWE01000073.1:6409-7026	GCF_003790365:LCNBPIOE_02068	hypothetical protein		
g021099	GCF_003790365:NZ_RJWE01000073.1:7051-7545	GCF_003790365:LCNBPIOE_02069	hypothetical protein		
g021100	GCF_003790365:NZ_RJWE01000074.1:1553-96	GCF_003790365:LCNBPIOE_02070	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU	2.7.8.-	
g021101	GCF_003790365:NZ_RJWE01000074.1:1763-2482	GCF_003790365:LCNBPIOE_02071	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	2.4.2.53	
g021102	GCF_003790365:NZ_RJWE01000074.1:6077-6700	GCF_003790365:LCNBPIOE_02074	hypothetical protein		
g021103	GCF_003790365:NZ_RJWE01000074.1:6713-7528	GCF_003790365:LCNBPIOE_02075	hypothetical protein		
g021104	GCF_003790365:NZ_RJWE01000075.1:4383-6068	GCF_003790365:LCNBPIOE_02080	hypothetical protein		
g021105	GCF_003790365:NZ_RJWE01000076.1:1118-1660	GCF_003790365:LCNBPIOE_02084	hypothetical protein		
g021106	GCF_003790365:NZ_RJWE01000076.1:1657-2391	GCF_003790365:LCNBPIOE_02085	hypothetical protein		
g021107	GCF_003790365:NZ_RJWE01000076.1:188-1042	GCF_003790365:LCNBPIOE_02083	hypothetical protein		
g021108	GCF_003790365:NZ_RJWE01000076.1:4460-5500	GCF_003790365:LCNBPIOE_02087	dTDP-glucose 4,6-dehydratase	4.2.1.46	
g021109	GCF_003790365:NZ_RJWE01000076.1:5647-6492	GCF_003790365:LCNBPIOE_02088	dTDP-4-dehydrorhamnose reductase	1.1.1.133	
g021110	GCF_003790365:NZ_RJWE01000076.1:6731-7921	GCF_003790365:LCNBPIOE_02089	hypothetical protein		
g021111	GCF_003790365:NZ_RJWE01000080.1:6141-6500	GCF_003790365:LCNBPIOE_02188	hypothetical protein		
g021112	GCF_003790365:NZ_RJWE01000081.1:3639-6443	GCF_003790365:LCNBPIOE_02195	hypothetical protein		
g021113	GCF_003790365:NZ_RJWE01000082.1:6541-6227	GCF_003790365:LCNBPIOE_02203	hypothetical protein		
g021114	GCF_003790365:NZ_RJWE01000083.1:1717-1971	GCF_003790365:LCNBPIOE_02206	hypothetical protein		
g021115	GCF_003790365:NZ_RJWE01000083.1:3735-4694	GCF_003790365:LCNBPIOE_02210	Homocysteine S-methyltransferase	2.1.1.10	
g021116	GCF_003790365:NZ_RJWE01000083.1:6762-6535	GCF_003790365:LCNBPIOE_02213	hypothetical protein		
g021117	GCF_003790365:NZ_RJWE01000083.1:951-1520	GCF_003790365:LCNBPIOE_02205	hypothetical protein		
g021118	GCF_003790365:NZ_RJWE01000083.1:97-303	GCF_003790365:LCNBPIOE_02204	hypothetical protein		
g021119	GCF_003790365:NZ_RJWE01000085.1:2999-1800	GCF_003790365:LCNBPIOE_02224	hypothetical protein		
g021120	GCF_003790365:NZ_RJWE01000085.1:4837-3578	GCF_003790365:LCNBPIOE_02226	Folylpolyglutamate synthase	6.3.2.17	
g021121	GCF_003790365:NZ_RJWE01000087.1:2283-970	GCF_003790365:LCNBPIOE_02236	hypothetical protein		
g021122	GCF_003790365:NZ_RJWE01000087.1:2459-2286	GCF_003790365:LCNBPIOE_02237	hypothetical protein		
g021123	GCF_003790365:NZ_RJWE01000087.1:2622-4772	GCF_003790365:LCNBPIOE_02238	Lactococcin-G-processing and transport ATP-binding protein LagD	3.4.22.-	
g021124	GCF_003790365:NZ_RJWE01000087.1:5054-5503	GCF_003790365:LCNBPIOE_02239	hypothetical protein		
g021125	GCF_003790365:NZ_RJWE01000087.1:963-160	GCF_003790365:LCNBPIOE_02235	Accessory gene regulator protein A		
g021126	GCF_003790365:NZ_RJWE01000088.1:5051-3726	GCF_003790365:LCNBPIOE_02243	hypothetical protein		
g021127	GCF_003790365:NZ_RJWE01000089.1:1027-368	GCF_003790365:LCNBPIOE_02245	Tetracycline resistance protein TetM from transposon TnFO1		
g021128	GCF_003790365:NZ_RJWE01000089.1:2289-1048	GCF_003790365:LCNBPIOE_02246	Tetracycline resistance protein TetO		
g021129	GCF_003790365:NZ_RJWE01000089.1:2895-3998	GCF_003790365:LCNBPIOE_02247	hypothetical protein		
g021130	GCF_003790365:NZ_RJWE01000089.1:4503-4240	GCF_003790365:LCNBPIOE_02248	hypothetical protein		
g021131	GCF_003790365:NZ_RJWE01000091.1:154-1287	GCF_003790365:LCNBPIOE_02310	hypothetical protein		
g021132	GCF_003790365:NZ_RJWE01000091.1:1624-3894	GCF_003790365:LCNBPIOE_02311	hypothetical protein		
g021133	GCF_003790365:NZ_RJWE01000092.1:4560-4898	GCF_003790365:LCNBPIOE_02319	hypothetical protein		
g021134	GCF_003790365:NZ_RJWE01000093.1:4139-3729	GCF_003790365:LCNBPIOE_02325	hypothetical protein		
g021135	GCF_003790365:NZ_RJWE01000093.1:4814-4302	GCF_003790365:LCNBPIOE_02326	hypothetical protein		
g021136	GCF_003790365:NZ_RJWE01000094.1:2257-3360	GCF_003790365:LCNBPIOE_02328	Putative glycosyltransferase EpsF	2.4.-.-	
g021137	GCF_003790365:NZ_RJWE01000094.1:276-2240	GCF_003790365:LCNBPIOE_02327	hypothetical protein		
g021138	GCF_003790365:NZ_RJWE01000094.1:4375-4764	GCF_003790365:LCNBPIOE_02330	hypothetical protein		
g021139	GCF_003790365:NZ_RJWE01000097.1:133-999	GCF_003790365:LCNBPIOE_02337	HTH-type transcriptional regulator HdfR		
g021140	GCF_003790365:NZ_RJWE01000097.1:2627-2106	GCF_003790365:LCNBPIOE_02339	hypothetical protein		
g021141	GCF_003790365:NZ_RJWE01000100.1:2471-3100	GCF_003790365:LCNBPIOE_00006	hypothetical protein		
g021142	GCF_003790365:NZ_RJWE01000100.1:3100-3399	GCF_003790365:LCNBPIOE_00007	hypothetical protein		
g021143	GCF_003790365:NZ_RJWE01000103.1:144-2657	GCF_003790365:LCNBPIOE_00017	hypothetical protein		
g021144	GCF_003790365:NZ_RJWE01000103.1:2663-2848	GCF_003790365:LCNBPIOE_00018	hypothetical protein		
g021145	GCF_003790365:NZ_RJWE01000103.1:2864-3094	GCF_003790365:LCNBPIOE_00019	hypothetical protein		
g021146	GCF_003790365:NZ_RJWE01000105.1:1789-539	GCF_003790365:LCNBPIOE_00024	hypothetical protein		
g021147	GCF_003790365:NZ_RJWE01000105.1:2283-2008	GCF_003790365:LCNBPIOE_00025	hypothetical protein		
g021148	GCF_003790365:NZ_RJWE01000105.1:2993-2289	GCF_003790365:LCNBPIOE_00026	hypothetical protein		
g021149	GCF_003790365:NZ_RJWE01000105.1:3534-3217	GCF_003790365:LCNBPIOE_00027	hypothetical protein		
g021150	GCF_003790365:NZ_RJWE01000105.1:514-161	GCF_003790365:LCNBPIOE_00023	hypothetical protein		
g021151	GCF_003790365:NZ_RJWE01000106.1:2569-2366	GCF_003790365:LCNBPIOE_00030	hypothetical protein		
g021152	GCF_003790365:NZ_RJWE01000106.1:3138-2695	GCF_003790365:LCNBPIOE_00031	hypothetical protein		
g021153	GCF_003790365:NZ_RJWE01000109.1:2766-49	GCF_003790365:LCNBPIOE_00095	hypothetical protein		
g021154	GCF_003790365:NZ_RJWE01000111.1:310-110	GCF_003790365:LCNBPIOE_00097	hypothetical protein		
g021155	GCF_003790365:NZ_RJWE01000113.1:576-124	GCF_003790365:LCNBPIOE_00101	hypothetical protein		
g021156	GCF_003790365:NZ_RJWE01000121.1:1676-39	GCF_003790365:LCNBPIOE_00165	hypothetical protein		
g021157	GCF_003790365:NZ_RJWE01000122.1:1700-66	GCF_003790365:LCNBPIOE_00166	hypothetical protein		
g021158	GCF_003790365:NZ_RJWE01000131.1:1292-1065	GCF_003790365:LCNBPIOE_00233	Glycerol uptake facilitator protein		
g021159	GCF_003790365:NZ_RJWE01000132.1:981-637	GCF_003790365:LCNBPIOE_00234	hypothetical protein		
g021160	GCF_003790365:NZ_RJWE01000133.1:194-1231	GCF_003790365:LCNBPIOE_00235	IS66 family transposase ISAeh1		
g021161	GCF_003790365:NZ_RJWE01000135.1:1183-83	GCF_003790365:LCNBPIOE_00236	hypothetical protein		
